project_id,label,budget_amount,actual_cost,start_date,end_date,actual_end_date,progress_pct,cpi,spi,vac_pct,burn_rate_ratio,overdue_pct,blocker_density,days_elapsed_pct,scope_creep_proxy,finance_gaps,invoice_lag_days,timesheet_volatility,avg_team_rate,people_active_7d
25,0,899678.273056858,809766.6671118053,2023-03-10 16:41:59.347031,2023-09-06 16:41:59.347031,2023-08-29 16:41:59.347031,50.35401405678503,0.4800250068130926,0.4749969433222026,-100.66024522789141,4647.622264645548,25.196281554216586,0.038125004279572904,88.61227388964294,0.7126431275896759,0.0,36.96558664149522,12.886996413454655,304.31660259156655,6
26,1,27246.42018339241,193453.39123799696,2025-05-04 16:41:59.350278,2025-08-02 16:41:59.350278,2025-08-18 16:41:59.350278,93.05188956639806,0.1364219911986566,0.8018197358860039,-642.8819388591005,1758.6119450725616,26.029007591869984,0.030179087029955615,100.0,0.7221266951150074,0.0,54.34940056792818,5.908430011572962,178.55359606131265,8
27,1,263876.5896884674,2565363.5086265593,2023-05-19 16:41:59.352604,2024-11-09 16:41:59.352604,2024-11-15 16:41:59.352604,90.01253024453726,0.10287655407476885,0.8982620358847881,-952.5573738669934,4507.327198082188,34.40521598109092,0.05967530628149367,100.0,0.9013190674125885,0.0,23.574091321979424,11.939038552199463,255.7130298146434,5
28,1,25254.02022480987,149641.65245624917,2025-04-11 16:41:59.357679,2025-07-10 16:41:59.357679,2025-07-27 16:41:59.357679,70.51616081432985,0.11619617624542791,0.6388514401999759,-767.4567261337045,1368.6857894427494,16.984746915461674,0.04840904835730935,100.0,0.5673224076172502,16.106207281117946,28.703465138817446,9.307496866126716,142.49146461354894,4
29,1,219048.8685180819,456466.9256862704,2025-07-18 16:41:59.359897,2026-04-14 16:41:59.359897,2026-05-03 16:41:59.359897,25.52029393431579,0.11973684287679282,0.5518871577223136,-801.3853965209299,3685.384340667703,13.841212579745498,0.0,45.44568269072188,0.7569718491089307,0.0,17.182792412833262,9.860907709232759,171.74576629015007,147
30,1,650250.3552266043,1542402.6524207122,2023-08-13 16:41:59.362998,2024-08-12 16:41:59.362998,2024-08-17 16:41:59.362998,91.81235683605784,0.4037325452590386,0.9401473103179089,-159.77120195778335,4179.249173993006,44.6417677916337,0.04168583253986187,100.0,0.808257844718997,0.0,34.60646738779861,17.0243278372231,266.2212024909077,4
31,1,131560.97957013722,291358.5405154043,2023-07-27 16:41:59.367014,2024-01-23 16:41:59.367014,2024-01-15 16:41:59.367014,39.86970389589793,0.1787155833334525,0.413872410522327,-502.18125740334386,1560.3960081030561,32.94781060881556,0.0,100.0,0.7687932715167409,0.0,38.86295454426785,9.830428924261927,159.8054902770173,7
32,1,4095.796245539776,67496.04592766198,2024-07-25 16:41:59.369632,2024-08-24 16:41:59.369632,2024-09-16 16:41:59.369632,26.436945456186344,0.1,0.1524446931899041,-6216.8400504288065,1343.6881759626885,30.04949338465065,0.10027526772071352,100.0,0.7655871383700922,0.0,37.31065399343912,7.676293160565559,113.74462509659385,7
33,1,5819.790363841914,132249.13925813593,2025-04-04 16:41:59.371254,2025-07-03 16:41:59.371254,2025-06-27 16:41:59.371254,52.69384784831683,0.1,0.515445146722395,-4209.682288924597,1608.2478083639917,20.32507223195155,0.0,97.91162828905554,0.5953207005992682,0.0,21.822749881982453,10.693733595056312,117.85261049979745,7
34,0,37087490.93693767,25221545.082531564,2021-12-19 16:41:59.373121,2025-12-18 16:41:59.373121,2025-10-19 16:41:59.373121,90.6790129155758,1.3227212408407434,0.9400845236024568,25.248997119334128,17697.36704553483,0.0,0.0,96.44058752110399,0.9546519867490801,0.0,0.0,43.50602002371355,278.86911611271836,6
35,1,31460.67970426442,127643.33697713017,2024-03-15 16:41:59.389360,2024-09-11 16:41:59.389360,2024-09-21 16:41:59.389360,83.00936101597682,0.2183472636603163,0.7878381787862051,-375.67153210780634,696.2918753212871,22.686813533144154,0.0695955868100191,100.0,0.7309849270269742,0.0,25.111627737360763,4.528012322474185,75.17901933046173,7
36,1,34313.85232589146,285954.60377802124,2024-06-27 16:41:59.391922,2024-12-24 16:41:59.391922,2025-01-01 16:41:59.391922,52.334594465631916,0.1,0.4738194182631929,-1496.3523086707105,1605.3262433579064,44.08093865620916,0.022077080185391364,100.0,0.8316641809101277,0.0,30.844697919021304,10.683548398628474,171.9516528729023,6
37,1,76605.09763665572,1174108.3929253286,2024-04-08 16:41:59.394534,2025-01-03 16:41:59.394534,2024-12-30 16:41:59.394534,83.39581702734071,0.1,0.9496174036079272,-1525.3948851847301,4890.362941843286,28.424079278086076,0.021597850789160298,100.0,0.754898173261161,0.0,32.25844673566704,12.453554698711562,258.97431038114047,5
38,1,303353.5040641885,1271247.1774394016,2021-10-05 16:41:59.398093,2022-07-02 16:41:59.398093,2022-06-28 16:41:59.398093,85.68988654689244,0.2338206547655325,0.8492248274242363,-352.70228207236744,4760.6402049743365,37.63252380270947,0.06398665768726984,100.0,0.7367520368900081,0.0,23.228897229918175,11.420898499740156,269.53901255267425,6
39,1,272828.94892921,2457174.657120117,2023-04-26 16:41:59.401694,2024-10-17 16:41:59.401694,2024-11-10 16:41:59.401694,69.94235588491156,0.1,0.6828084838708813,-1209.1326684348035,4627.826874727792,40.53186139921057,0.05692064625299616,100.0,0.7617036471482435,0.0,29.94719853166157,15.605468749155362,287.0420161657159,6
40,1,164802.48779815246,1626302.673014108,2022-09-21 16:41:59.406838,2023-09-21 16:41:59.406838,2023-10-08 16:41:59.406838,57.1659181099952,0.1,0.5556580051364299,-1716.1677007270864,4249.126755140778,53.13658370714742,0.0,100.0,0.8848255419374604,0.0,36.4163535800202,16.4417005409112,243.38139825328201,5
41,1,8181.518524512251,139653.94262978528,2024-10-15 16:41:59.411074,2025-04-13 16:41:59.411074,2025-04-24 16:41:59.411074,65.74185832633724,0.1,0.6705469527339468,-2564.247774480666,727.3664317553631,38.00693717209051,0.07089141628073645,100.0,0.7254491130724007,0.0,20.197432356279204,8.993010844203795,42.10055485028799,5
42,1,424545.0743725667,1495298.6007788281,2023-02-04 16:41:59.413702,2024-02-04 16:41:59.413702,2024-02-05 16:41:59.413702,88.70514271240117,0.23574678429421586,0.8665092787298785,-348.38933239636094,4071.2612837709435,37.50673381499285,0.025787651248851035,100.0,0.8780044626466652,0.0,33.247324543183524,14.667802805250663,292.0226214098362,6
43,1,166013.48985013386,1461021.640872635,2023-11-16 16:41:59.418154,2024-11-15 16:41:59.418154,2024-11-25 16:41:59.418154,64.45197610629178,0.1,0.7125892658520699,-1219.8274960558056,3793.7062148615582,35.91089887807036,0.016582471555948327,100.0,0.8078931753627693,0.0,34.96129892039481,14.908558770696656,291.07406564097545,5
44,0,12925415.96198634,219774.72898134042,2023-01-15 16:41:59.422356,2025-01-14 16:41:59.422356,2024-11-15 16:41:59.422356,57.85040847603923,34.33210335786442,0.6398526241613957,98.30286016688814,306.3157949697912,35.11643183594461,0.07815994665238686,95.21974550052786,0.7886857688628884,0.0,12.39910646571432,0.6578599058079931,166.08353615060975,2
45,1,203543.50585542206,425925.92723152746,2025-03-01 16:41:59.431594,2025-11-26 16:41:59.431594,2025-12-21 16:41:59.431594,44.025333341081776,0.22226865879180097,0.4933578007389202,-352.4427810958502,1820.9132543279643,22.795135240481446,0.0,99.13839862018459,0.8661419641189585,0.0,12.72374931567567,7.298314187126216,183.33527513189574,38
46,1,27269.337118563333,199212.95626466902,2024-03-02 16:41:59.434796,2024-06-30 16:41:59.434796,2024-07-08 16:41:59.434796,83.67684205898,0.1060382495398456,0.7855094691186335,-709.1293646981421,1630.5587296913036,21.82708586147327,0.07228912120760589,100.0,0.8539458467003339,0.0,23.293928633208196,6.376462515358242,157.2656366033375,6
47,1,231867.9141150949,1717637.3550734683,2024-08-15 16:41:59.437309,2025-08-15 16:41:59.437309,2025-08-19 16:41:59.437309,88.21694362105663,0.13904855924888684,1.0076230097036845,-671.9142175166203,4548.909094216205,46.44771286437941,0.0,100.0,0.8829443076749557,0.0,38.41494521502641,11.743038085709484,284.96059357546113,5
48,0,1421379.0415518815,834529.9599894236,2022-06-21 16:41:59.441553,2023-12-13 16:41:59.441553,2023-12-12 16:41:59.441553,82.61372167370483,1.4000498281074896,0.8030217223740277,30.94134174941407,1559.3233040251932,38.58543753125689,0.0,95.59935211490526,0.7879949355889484,0.0,40.52142713421137,5.354505264285117,168.08907624446564,6
49,1,8068.547118926409,306926.8720174066,2024-10-30 16:41:59.445460,2025-04-28 16:41:59.445460,2025-05-25 16:41:59.445460,49.23274784655977,0.1,0.3931233182411431,-7724.498784008561,1520.4068216313472,30.93464354799883,0.07094561421904644,100.0,0.8294178017558336,0.0,32.28161466686747,7.724376125101324,132.20842039554864,5
50,1,35343.131844369134,254245.32239323607,2022-06-30 16:41:59.448165,2022-12-27 16:41:59.448165,2022-12-21 16:41:59.448165,48.81443361139914,0.1,0.46949775952040507,-1368.1665028438942,1460.143933263927,47.391997499237675,0.07360017909798656,99.4685323575633,0.7050014591160232,0.0,42.28763033486875,6.102691362480329,150.63898634068124,5
51,1,75604.60460089824,181501.15227183967,2022-03-16 16:41:59.450654,2022-06-14 16:41:59.450654,2022-06-14 16:41:59.450654,91.61778572609202,0.32434560333615753,0.8570430888059776,-167.22365782620886,2242.784163907474,27.45677482312048,0.026762875108339444,100.0,0.7074685500665889,0.0,25.819481949238813,5.217209180004764,171.47467661260825,6
52,1,9162.635081569142,43928.0310198073,2023-02-13 16:41:59.453211,2023-03-15 16:41:59.453211,2023-03-20 16:41:59.453211,82.09296942866149,0.17835950602234504,0.7047915960542229,-521.2156441771735,1259.4265870722875,27.169850486825922,0.1519805195857712,100.0,0.7879319167412356,0.0,29.600841499801014,9.266973884661578,96.68059084505215,7
53,0,1467133.8405781558,865181.9965598868,2023-11-10 16:41:59.455054,2024-05-08 16:41:59.455054,2024-05-17 16:41:59.455054,85.13294935625112,1.3946474738880363,0.7743827878022173,27.58897807288903,4478.2416496439555,29.185376968288953,0.012778229560569627,92.39998647837324,0.7464399832158016,0.0,24.90349754377541,12.926595573884125,263.58340975227304,6
54,1,155410.50576310421,618225.2518860633,2022-08-04 16:41:59.458762,2023-08-04 16:41:59.458762,2023-08-19 16:41:59.458762,75.45214565839173,0.18955171991278746,0.7292699996168155,-419.4478388586413,1642.506007590366,41.049210827051674,0.01905313301835508,100.0,0.8241739020538907,0.0,26.907440538891866,7.737278919131124,184.03520768542722,6
55,1,6467.890743761302,41821.47746417443,2024-09-18 16:41:59.462636,2024-10-18 16:41:59.462636,2024-10-09 16:41:59.462636,91.78376315493897,0.1285827627618005,1.3220322327756493,-670.0699359511402,2101.580607799504,0.0,0.22491520044602153,74.61441016221663,0.6383420815837781,0.0,45.06045822439397,9.966236108989003,46.94494332711423,5
56,1,55141.28162133117,1576107.591250686,2022-06-26 16:41:59.464385,2023-06-26 16:41:59.464385,2023-06-17 16:41:59.464385,93.4688779883507,0.1,0.9759659043645152,-3191.5781782895965,4082.7194687198626,35.06051778574475,0.011877312777831127,94.74023684937093,0.7527223630402108,0.0,40.315028095908815,16.95394745059239,302.1264650002951,6
57,1,17521.95185607544,618548.8075049656,2022-02-18 16:41:59.468597,2023-02-18 16:41:59.468597,2023-03-13 16:41:59.468597,3.7507715550390652,0.1,0.1,-84649.34553043375,1736.7237940752395,46.180012436596755,0.0,100.0,0.775917164376028,0.0,38.79914777734391,7.567766696901117,161.50510815342614,7
58,1,7846.848973211148,119933.22545566724,2023-09-24 16:41:59.472185,2023-11-08 16:41:59.472185,2023-11-22 16:41:59.472185,47.58903309330974,0.1,0.3556941337237847,-3266.544699276168,2065.4057870638694,17.679715384060284,0.07704555315630456,100.0,0.8236600249937279,71.6004623712525,40.64454771200494,5.822132984350142,84.62341006156078,7
59,1,160532.3869594396,2604746.6592903053,2021-10-03 16:41:59.474229,2023-03-27 16:41:59.474229,2023-03-19 16:41:59.474229,65.7875792356702,0.1,0.7038684929140291,-2218.215545052739,5050.92857161637,44.601936027814354,0.033738877769573405,97.4774449910793,0.8685057940830078,0.0,23.518540881534186,9.570459424099475,251.5160930817351,5
60,1,2994.8907873510298,75402.61487837984,2024-03-12 16:41:59.479328,2024-05-11 16:41:59.479328,2024-05-15 16:41:59.479328,46.409142355460595,0.1,0.457075686345008,-5467.981510168616,1155.3194568869667,14.266899255779302,0.1307650972504291,100.0,0.6469420166605523,0.0,31.702207954337023,4.6513403986486965,65.58743624879197,6
61,1,41869.59361265812,188199.3769786254,2025-07-27 16:41:59.480968,2025-11-24 16:41:59.480968,2025-11-18 16:41:59.480968,63.01232658861155,0.1694527594265295,0.8249601404377317,-567.2538252324297,1853.3288201705977,27.51834380476872,0.0,89.48744111960424,0.7726024044374098,7.697110788243516,25.095586393662018,9.614443500553442,192.18285407280933,12
62,1,16699.396960158003,226599.18591606704,2022-06-08 16:41:59.483642,2022-10-06 16:41:59.483642,2022-10-23 16:41:59.483642,82.82763062386343,0.1,0.7146042624039192,-1547.2912242829498,1532.3170158368584,32.53121010868623,0.0,100.0,0.7748774103747812,0.0,14.305379918738868,8.4685063633923,172.98733127837355,4
63,1,30885.057432206333,985960.9508217166,2022-07-15 16:41:59.486111,2023-01-11 16:41:59.486111,2023-02-04 16:41:59.486111,21.444257883223777,0.1,0.18484353947173826,-14244.07748632033,5082.612832827058,31.712759454695323,0.019139839757247156,100.0,0.78070649547456,0.0,36.11300066509107,13.7968271691062,273.44302569531186,4
64,1,4854.953086011271,38842.59703308014,2025-03-25 16:41:59.489594,2025-04-09 16:41:59.489594,2025-04-13 16:41:59.489594,84.99579347160663,0.10719609223387397,0.6684649603174923,-830.7372295834692,2074.76153824095,0.0,0.3368579148494717,100.0,1.0,0.0,24.94319485896632,9.650641922004398,136.75805587378017,6
65,1,144902.03222858507,696530.5354160009,2023-11-13 16:41:59.491180,2024-11-12 16:41:59.491180,2024-12-10 16:41:59.491180,98.81192545088477,0.20592628587536796,1.004295046718717,-365.74011550172827,1846.169163875017,32.87000685560924,0.0,100.0,0.7865587814915346,6751.376581040828,31.172689613237345,8.887195663289177,166.47389928213107,6
66,1,4165.216040959999,311473.4292002763,2021-11-22 16:41:59.494634,2024-11-21 16:41:59.494634,2024-09-22 16:41:59.494634,74.75462979507824,0.1,0.8226651202340919,-9874.645415708372,306.6901085198683,0.0,0.0,96.50217260326275,1.0,0.0,6.325747001498405,0.31127635188481184,147.38066778639492,0
67,1,18307.760657786283,221678.34110342883,2022-09-10 16:41:59.498853,2023-01-08 16:41:59.498853,2023-02-03 16:41:59.498853,76.47659324994233,0.1,0.6195834359483539,-1499.2927638236688,1397.1451576915263,33.36055624440918,0.034162657587497716,100.0,0.8233476606675353,62.117046350412714,45.89407140962554,9.268799708993738,142.20253891741103,7
68,1,824916.6284271112,3528549.3848334104,2023-02-08 16:41:59.501247,2025-02-07 16:41:59.501247,2025-03-02 16:41:59.501247,66.76895336265082,0.1643752921105175,0.6157941582432234,-538.6790668598054,4718.433625069054,34.948718777402526,0.014093113359957204,100.0,0.7804140784666131,0.0,26.384261940039437,20.065897259850594,256.1836766431384,4
69,1,2986.421640949599,234279.59584124092,2024-10-18 16:41:59.507672,2025-10-18 16:41:59.507672,2025-10-09 16:41:59.507672,86.49787857973693,0.1,0.9154051640451962,-9004.875193246708,600.9307113129759,24.49863514474384,0.05919572477043304,95.47986616022409,0.8315836585540816,0.0,19.425433433559856,7.505371922359194,41.41182612562193,7
70,1,4934.039704873812,47521.26243675765,2022-05-25 16:41:59.510624,2022-07-09 16:41:59.510624,2022-07-06 16:41:59.510624,81.38197977688122,0.1,0.8076902754284234,-1069.1295339591695,1170.1513846301195,8.715854868419518,0.08485684185735462,88.65484047481239,0.8828313853887986,2.20659069489804,4.868546496298631,7.028356097110236,93.87510637797237,7
71,1,20128.181753044177,254945.1389385128,2023-05-03 16:41:59.512447,2023-08-31 16:41:59.512447,2023-09-09 16:41:59.512447,79.9834811713253,0.1,0.7545373265787242,-1544.3788327065156,1907.114288407839,56.76556328466477,0.041836615720031556,100.0,0.9078421649581144,0.0,24.348599270563163,8.864433695634313,201.44277494723505,7
72,1,20709.63585532103,55270.83799610358,2024-06-05 16:41:59.514861,2024-07-05 16:41:59.514861,2024-07-02 16:41:59.514861,23.490955738856364,0.1,0.22756805250645387,-1022.8178845320898,2153.6681503593304,0.0,0.45423158748374104,91.55722529178594,0.49139542718165274,0.0,23.505772278372188,7.580989090961774,46.88797261728653,4
73,1,308106.58427707,2653781.0213628863,2023-10-08 16:41:59.516648,2025-03-31 16:41:59.516648,2025-04-22 16:41:59.516648,79.41809806019583,0.1,0.7119478214648431,-1147.7389824928941,4561.974137141909,31.8410540179571,0.038502861623438356,100.0,0.7457613229164249,0.0,15.328852441872117,11.68565510533086,248.47491322563195,6
74,1,11541.213170485227,55661.31221149537,2025-06-17 16:41:59.521519,2025-07-17 16:41:59.521519,2025-07-28 16:41:59.521519,89.37309941162475,0.17809222940829716,0.5838733622856601,-464.42641146821626,1376.4275617310605,0.0,0.20618207766106453,100.0,0.9288045529762382,0.0,58.54327058104659,4.566167674146377,86.53168874637787,6
75,1,35110.5702134666,125746.57620327233,2023-03-29 16:41:59.523317,2023-05-28 16:41:59.523317,2023-06-11 16:41:59.523317,84.80075573991861,0.25155634259782045,0.7321850308702673,-268.16727386834015,1789.704715122092,32.99952432221875,0.0858508148013328,100.0,0.8624945949585437,4055.225989426822,37.53957325829815,5.31785377985628,158.66755177450494,5
76,1,6051.839851345916,64524.15841121473,2022-04-02 16:41:59.525482,2022-05-02 16:41:59.525482,2022-05-28 16:41:59.525482,93.71184521943294,0.1,0.44463003637636667,-1062.5196690619714,1138.518137920864,0.0,0.0,100.0,0.5838432144468222,0.0,32.499557470539486,4.468834275965502,91.25534891205865,7
77,1,65461.37526453234,939280.6100740056,2023-09-24 16:41:59.527052,2025-03-17 16:41:59.527052,2025-03-12 16:41:59.527052,44.753057274919435,0.1,0.4913274281976749,-2901.1467165943222,1823.6405638930007,42.538656248735144,0.08029233544263413,100.0,0.885335241833801,0.0,29.521319401774072,7.409383967808435,155.66437015004,6
78,1,5695.392413015998,109072.16329744543,2025-07-21 16:41:59.531032,2025-09-19 16:41:59.531032,2025-09-16 16:41:59.531032,71.76762687597072,0.1,0.7087063087834585,-2652.3637979676814,1965.6432910549718,27.515013262750273,0.0931955924538392,89.26104010589555,0.8500869962606202,0.0,35.50962362090754,10.427766962196232,164.11101959922962,5
79,1,3036.6217431339246,117421.57259073945,2024-10-08 16:41:59.533123,2024-11-22 16:41:59.533123,2024-12-07 16:41:59.533123,41.031818776874154,0.1,0.3510972675248148,-8455.530825913667,1827.8803088553075,39.2624396736511,0.1877973749229118,100.0,0.6317655566562514,0.0,36.66933118118539,5.81415978333265,76.97019893446814,5
80,1,901275.1797417741,1335446.9486505424,2024-05-15 16:41:59.535136,2025-02-09 16:41:59.535136,2025-02-27 16:41:59.535136,58.70680938896592,0.36279618950565506,0.5272710654230024,-169.84607617232663,4593.171866924206,33.80172794221917,0.03355073849920138,96.54934021153746,0.7105782309993878,0.0,22.766216184375864,18.616098961145955,264.58979279473493,5
